"Sektor","Industri","Model","Beskrivelse","installer","state","bug","spesificity","usage","scope","applications","nationality","recommeded","documentation","language"
"Renewable Energy¶","Hydro Energy¶","BEMRosetta","BEMRosetta - Used to model hydrodynamic forces in offshore devices like ships, offshore wind platforms and wave energy converters.","","","","","","","","","","",""
"Renewable Energy¶","Hydro Energy¶","Capytaine","Capytaine - A Python package for the simulation of the interaction between water waves and floating bodies in frequency domain.","","","","","","","","","","",""
"Renewable Energy¶","Geothermal Energy¶","pygfunction","pygfunction - An open source toolbox for the evaluation of thermal response factors of geothermal borehole fields.","","","","","","","","","","",""
"Renewable Energy¶","Geothermal Energy¶","geothermics","geothermics - Educational repository with Jupyter Notebooks all around the topic of geothermal energy.","","","","","","","","","","",""
"Renewable Energy¶","Geothermal Energy¶","energy2d","energy2d - Interactive Heat Transfer Simulations for Everyone.","","","","","","","","","","",""
"Renewable Energy¶","Geothermal Energy¶","OpenGeoSys 6","OpenGeoSys 6 - Is a scientific open source project for the development of numerical methods for the simulation of thermo-hydro-mechanical-chemical processes in porous and fractured media.","","","","","","","","","","",""
"Renewable Energy¶","Geothermal Energy¶","FEHM","FEHM - Has proved to be a valuable asset on a variety of projects of national interest including Environmental Remediation of the Nevada Test Site, the LANL Groundwater Protection Program, geologic CO2 sequestration, Enhanced Geothermal Energy programs, Oil and Gas production, Nuclear Waste Isolation, and Arctic Permafrost.","","","","","","","","","","",""
"Renewable Energy¶","Geothermal Energy¶","thermo","thermo - Thermodynamics, phase equilibrium, transport properties and chemical database component of Chemical Engineering Design Library.","","","","","","","","","","",""
"Renewable Energy¶","Geothermal Energy¶","waiwera","waiwera - A parallel, open-source geothermal flow simulator.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Awesome Clean Tech","Awesome Clean Tech - Clean technology is any process, product, or service that reduces negative environmental impacts through significant energy efficiency improvements, the sustainable use of resources, or environmental protection activities.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Awesome Open Climate Science","Awesome Open Climate Science - Awesome Open Atmospheric, Ocean, and Climate Science.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Awesome Earth","Awesome Earth - ""What can I do about the climate crisis?"" Here are 326 things you can do.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Awesome Open Geoscience","Awesome Open Geoscience - Curated from repositories that make our lives as geoscientists, hackers and data wranglers easier or just more awesome.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Datasets APIs and open source projects related to Climate Change","Datasets APIs and open source projects related to Climate Change - A curated list of APIs, open data and ML/AI projects on climate change.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Awesome Coastal","Awesome Coastal - A curated list of awesome resources for coastal engineers and scientists.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Awesome Agriculture","Awesome Agriculture - Open source technology for agriculture, farming, and gardening.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Awesome ERDDAP","Awesome ERDDAP - A data server that gives you a simple, consistent way to download subsets of gridded and tabular scientific datasets in common file formats and make graphs and maps.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Open Energy System Databases","Open Energy System Databases - Employ open data methods to collect, clean, and republish energy-related datasets for open use.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","GlobalWindAtlas","GlobalWindAtlas - Immediately start exploring windy areas.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","GlobalSolarAtlas","GlobalSolarAtlas - Start exploring solar potential.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Open Hardware Observatory","Open Hardware Observatory - Search engine and assessment platform for sustainable open hardware.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Open Source Ecology","Open Source Ecology - Developing of open source industrial machines that can be made for a fraction of commercial costs, and sharing the designs for free.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","ProjectDrawdown","ProjectDrawdown - The mission of Project Drawdown is to help the world reach “Drawdown”— the point in the future when levels of greenhouse gases in the atmosphere stop climbing and start to steadily decline, thereby stopping catastrophic climate change — as quickly, safely, and equitably as possible.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Code against Climate Change","Code against Climate Change - A curated list of tech projects against climate change - hoping to inspire disruptive technological climate action.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","NOAA","NOAA-Affiliated-Projects - A list of GitHub accounts and repositories that are contributed to by National Oceanic and Atmospheric Administration staff from line offices and/or staff office throughout the organization.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Climatescape","Climatescape - Discover the organizations solving climate change.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Airminers","Airminers - The index of companies and projects mining carbon from the air for entrepreneurs, researchers, and founders to explore opportunities in carbon dioxide.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","ENVO","ENVO - A community-driven ontology for the representation of environments.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Global Fishing Watch","Global Fishing Watch - We use cutting-edge technology to visualise, track and share data about global fishing activity in near real-time and for free.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","open","open-sdg - A platform for collecting and disseminating data for the Sustainable Development Goal global indicators.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Open Climate Knowledge","Open Climate Knowledge - An open research project for data mining Open Access papers related to Climate Change.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","SDGIO","SDGIO - The repository for the Sustainable Development Goals Interface Ontology.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","OpenClimate","OpenClimate - An open source initiative exploring the application of distributed ledger technology and other emerging technologies, such as IoT, big data and machine learning, to the challenge of helping the world keep a transparent climate accounting system towards the climate targets.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","ModularSensors","ModularSensors - This Arduino library gives environmental sensors a common interface of functions for use with Arduino-compatible dataloggers.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","OpenSourceSeeds","OpenSourceSeeds - Committed to re-establishing seed as a common good for all.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","sdgindex","sdgindex - International Sustainable Development Reports.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Transition Project","Transition Project - An Open Data Initiative designed to help enable rapid carbon abatement for cities worldwide.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","protect.earth","protect.earth - International Directory of Climate Action for Humans, Businesses, and anyone else.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","The POWER Project","The POWER Project - Provides solar and meteorological data sets from NASA research for support of renewable energy, building energy efficiency and agricultural needs.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","awesome","awesome-transit - Community list of transit APIs, apps, datasets, research, and software.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Climate Strike Software","Climate Strike Software - Prevent oil and gas companies from co-opting your work and extracting more fossil fuels with this software license.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Ireland Energy Wiki by the National Retrofitting Modelling Group","Ireland Energy Wiki by the National Retrofitting Modelling Group - Contains actively maintained listings of Irish energy-related resources.","","","","","","","","","","",""
"Natural Resources¶","Further Open and Sustainable Resources¶","Climate Impact Lab","Climate Impact Lab - A team of economists, climate scientists, data engineers, and risk analysts are building the world's most comprehensive body of research quantifying the impacts of climate change, sector-by-sector and community-by-community around the world.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","SimBench","SimBench - The objective of the research project SimBench is the development of a benchmark dataset to support research in grid planning and operation.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","Egret","Egret - A Python-based package for electrical grid optimization based on the Pyomo optimization modeling language.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","PyPSA","PyPSA-Eur - An Open Optimization Model of the European Transmission System.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","Energy Transition Engine","Energy Transition Engine - Calculation engine for the Energy Transition Model.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","Open Smart Grid Platform","Open Smart Grid Platform - An open, generic, scalable and independent 'Internet of Things' platform, which enables various connected smart objects in the public space to be easily controlled and monitored.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","PowerModels.jl","PowerModels.jl - Designed to enable computational evaluation of emerging power network formulations and algorithms in a common platform.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","PowerModelsAnnex.jl","PowerModelsAnnex.jl - An extension of PowerModels.jl that provides a home for open source sharing of preliminary and/or exploratory methods in power system optimization.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","Power Grid Lib","Power Grid Lib - This benchmark library is curated and maintained by the IEEE PES Task Force on Benchmarks for Validation of Emerging Power System Algorithms and is designed to evaluate a well established version of the the AC Optimal Power Flow problem.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","pypownet","pypownet - A power network simulator with a Reinforcement Learning-focused usage.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","Grid2Op","Grid2Op - A testbed platform to model sequential decision making in power systems.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","eDisGo","eDisGo - Optimization of flexibility options and grid expansion for distribution grids based on PyPSA.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","offgridders","offgridders - Models and optimizes capacity & dispatch of electricity supply systems, off-grid or connected to a (weak) central grid.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","RTS","RTS-GMLC - Reliability Test System of the Grid Modernization Lab Consortium.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","openmodelica","openmodelica-microgrid-gym - An OpenAI Gym Environment for Microgrids.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","OpenDSS","OpenDSS - An electric power Distribution System Simulator for supporting distributed resource integration and grid modernization efforts.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","PowerDynamics.jl","PowerDynamics.jl - Provides all the tools you need to create a dynamic power grid model and analyze it.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","InfrastructureSystems.jl","InfrastructureSystems.jl - Provides utilities to support data models for infrastructure modeling in NREL-SIIP.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","openleadr","openleadr - Open Automated Demand Response (OpenADR) is an open and interoperable information exchange model and emerging smart grid standard.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","GridCal","GridCal - Aims to be a complete platform for power systems research and simulation.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","pyehub","pyehub - A Python-based, modular and nestable implementation of the Energy Hub model (balancing demand and supply, system capacity sizing and network flows using Mixed-Integer Linear Programming).","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","origin","origin - A set of toolkits that together provide a system for issuance and management of Energy Attribute Certificates.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","Grid Singularity Energy Exchange Engine (D3A)","Grid Singularity Energy Exchange Engine (D3A) - An interface and codebase to model, simulate, optimize and (coming soon) download and deploy a grid-aware energy exchange.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","Backbone","Backbone - A generic energy network optimization tool written in GAMS.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","APIS","APIS - Build a microgrid that utilizes variable renewable energy as the main power source and enhances the resilience of the power system.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","pymgrid","pymgrid - A Python library to generate and simulate a large number of microgrids.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","SciGRID","SciGRID - The focus will be on the European transmission grids, but the methods will be applicable more generally.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","mosaik","mosaik - A flexible Smart Grid co-simulation framework.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","SmartGridToolbox","SmartGridToolbox - Designed to provide an extensible and flexible starting point for developing a wide variety of smart grid simulations and other applications.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","OPEN","OPEN - The framework combines distributed energy resource modelling (e.g. for PV generation sources, battery energy storage systems, electric vehicles), energy market modelling, power flow simulation and multi-period optimisation for scheduling flexible energy resources.","","","","","","","","","","",""
"Energy Storage¶","Energy Distribution and Grids¶","GridLAB","GridLAB-D - A distribution level power system simulator designed to allow users to create and analyze smart grid technologies.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","ghg emissions indicator","ghg emissions indicator - R scripts for a greenhouse gases emissions indicator published on Environmental Reporting British Columbia.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","DuMux","DuMux - Based on the DUNE framework and aims to provide a multitude of numerical models as well as flexible discretization methods for complex non-linear phenomena, such as CO2 sequestration, soil remediation, drug delivery in cancer therapy and more.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","batch7 satellite ges","batch7 satellite ges - The goal of our project is to localize CO2 emissions on Earth based on the the carbon concentration data measured by the OCO-2 Satellite from NASA.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","CO2 Emission Datasets","CO2 Emission Datasets - The CHE Data Portal provides an interface to the distributed data used and made available through the project, either as input data sets or as resulting data sets.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","Global Carbon Budget","Global Carbon Budget - An annual living data publication of carbon cycle sources and sinks, generated from multiple data sources and by multiple organisations and research groups.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","emissions","emissions-api - A solution that provides simple access to emissions data of climate-relevant gases.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","eixport","eixport - An R-Package that provides functions to read emissions from VEIN and from other models in different formats and export the emissions into the appropriate format suitable to other models.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","EmissV","EmissV - This package provides some methods to create emissions (with a focus on vehicular emissions) for use in numeric air quality models such as WRF-Chem.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","vein","vein - R package to estimate Vehicular Emissions INventories.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","The Community Emissions Data System","The Community Emissions Data System - Produces consistent estimates of global air emissions species over the industrial era (1750 - present).","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","national","national-climate-plans - Intended Nationally Determined Contributions as provided in the UNFCCC registries, containing only the main document and using the English version if multiple are available.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","PyChEmiss","PyChEmiss - PyChEmiss is a Python script to create the wrfchemi file from local emissions needed to run WRF-Chem model.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","co2","co2-data - Data on CO2 and greenhouse gas emissions by Our World in Data.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","X","X-STILT - An atmospheric transport model that deals with vertically integrated column CO2 and potentially other trace gases.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","stilt","stilt - An open source lagrangian particle dispersion model which is widely used to simulate the transport of pollution and greenhouse gases through the atmosphere.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","OPGEE","OPGEE - Oil Production Greenhouse Gas Emissions Estimator.","","","","","","","","","","",""
"Emissions¶","Emission Observation and Modeling¶","OpenGHG","OpenGHG - A cloud platform for greenhouse gas data analysis and collaboration.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","cf","cf-conventions - The conventions for CF (Climate and Forecast) metadata are designed to promote the processing and sharing of files created with the NetCDF API.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","GHCN","GHCN - An observations database from meteorologic stations around the globe. Daily and monthly resolution data are available with the longest records up to 175 years.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","CRU TS","CRU TS - The gridded archive of the Climatic Research Unit (University of East Anglia) and NCAS. The dataset was derived by the interpolation of monthly climate observations from extensive networks of weather stations.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","E","E-OBS - The detailed gridded observations data archive for the whole Europe.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","ECMWF Reanalyses","ECMWF Reanalyses - A collection of reanalysis datasets produced the European Centre for Medium-Range Weather Forecasts (ERA family).","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","NOAA PSL Reanalyses","NOAA PSL Reanalyses - A public reanalysis collection of the NOAA Physical Sciences Laboratory (NCEP, NARR, 20th Century Reanalysis).","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","MERRA","MERRA- 2 Reanalysis - Produced by NASA Global Modeling and Assimilation Office (GMAO). Apart of the surface observations assimilates space-based ones as well.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","CMIP6 Datasets","CMIP6 Datasets - Provides an access to the outputs of the current phase 6 of the Coupled Model Intercomparison Project (CMIP). CMIP6 global climate models give a base to (almost) all we may know for the climate of the future.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","Climate Watch","Climate Watch - Offers open data, visualizations and analysis to help policymakers, researchers and other stakeholders gather insights on countries' climate progress.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","EarthEngine","EarthEngine - A planetary-scale platform for Earth science data & analysis.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","loadeR","loadeR - A R package for climate data access building on the NetCDF-Java API.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","climate4R","climate4R - A bundle of R packages for transparent climate data access, post-processing (including data collocation and bias correction / downscaling) and visualization.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","GSODR","GSODR - Global Surface Summary of the Day Weather Data Client for R.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","stationaRy","stationaRy - Get hourly meteorological data from one of thousands of global stations.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","weathercan","weathercan - This package makes it easier to search for and download multiple months/years of historical weather data from the Environment and Climate Change Canada (ECCC) website.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","ForestGEO","ForestGEO - This public repository is a portal for climate data and information for ForestGEO sites.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","hn2016_falwa","hn2016_falwa - Python library for computing Finite-Amplitude Local Wave Activity from climate data.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","Climate Data Store Toolbox","Climate Data Store Toolbox - Dive into this wealth of information about the Earth's past, present and future climate.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","ATLAS","ATLAS - Datasets, code and virtual workspace for the Climate Change ATLAS.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","xclim","xclim - Library of derived climate variables, ie climate indicators, based on xarray.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","climpact2","climpact2 - An R software package that calculates the ET-SCI indices as well as additional climate extremes indices from data stored in text or netCDF files.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","PRISM","PRISM - Download data from the Oregon PRISM climate data project.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","OpenClimateGIS","OpenClimateGIS - A set of geoprocessing and calculation tools for CF-compliant climate datasets.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","Climate","Climate-Change-Datasets - Here is a list of Climate Change Public Datasets.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","climpred","climpred - Aims to be the primary package used to analyze output from initialized dynamical forecast models, ranging from short-term weather forecasts to long-term climate forecasts.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","metR","metR - Several functions and utilities that make R better for handling meteorological data in the tidy data paradigm.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","downscaleR","downscaleR - An R package for empirical-statistical downscaling focusing on daily data and covering the most popular approaches (bias correction, Model Output Statistics, Perfect Prognosis) and techniques (e.g. quantile mapping, regression, analogs, neural networks).","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","CliFlo","CliFlo - Easily download and visualise climate data from New Zealand's National Climate Database.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","hyfo","hyfo - Mainly focuses on data process and visualization in hydrology and climate forecasting.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","climate","climate - The goal of the climate R package is to automatize downloading of meteorological and hydrological data from publicly available repositories.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","rdwd","rdwd - An R package to select, download and read climate data from the German Weather Service.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","rWBclimate","rWBclimate - An R interface for the World Bank climate data used in the World Bank climate knowledge portal.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","leaflet","leaflet-velocity - Create a canvas visualization layer for direction and intensity of arbitrary velocities (e.g. wind, ocean current).","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","gcpy","gcpy - A Python-based toolkit containing useful functions for working specifically with the GEOS-Chem model of atmospheric chemistry and composition.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","aospy","aospy - Python package for automated analysis and management of gridded climate data.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","xgcm","xgcm - Python package for analyzing general circulation model output data.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","MPAS","MPAS-Analysis - Provides analysis for the MPAS components of ACME.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","MIT","MIT-PraCTES - Materials for MIT workshop ""Practical Computing Tutorials for Earth Scientists"".","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","NASAaccess","NASAaccess - R package that can generate gridded ASCII tables of climate (CIMP5) and weather data (GPM, TRMM, GLDAS) needed to drive various hydrological models (e.g. SWAT, VIC, RHESSys).","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","Climate Data Dashboard of the ESA Climate Change Initiative","Climate Data Dashboard of the ESA Climate Change Initiative - Access global climate data produced through the ESA's Climate Change Initiative.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","Cate","Cate - A software for ingesting, operating on and visualizing all ESA Climate Change Initiative data.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","esa","esa-climate-from-space - The role of the Climate from Space application is to increase the visibility of the Climate Change Initiative programme and the role of ESA satellite data in climate science.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","climetlab","climetlab - A Python package aiming at simplifying access to climate and meteorological datasets, allowing users to focus on science instead of technical issues such as data access and data formats.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","cdsapi","cdsapi - Python API to access the Copernicus Climate Data Store.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","ODM2","ODM2 - An information model and supporting software ecosystem for feature-based earth observations, designed for interoperability among disciplines.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","atmospheric_satellite","atmospheric_satellite - The goal of this project is to determine what the smallest solar plane that can indefinitely sustain flight is.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","pygac","pygac - A Python package to read and calibrate NOAA and Metop AVHRR GAC and LAC data.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","netcdf","netcdf-fortran - The Unidata network Common Data Form (netCDF) is an interface for scientific data access and a set of freely-distributed software libraries that provide an implementation of the interface.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","SWEET","SWEET - Official repository for Semantic Web for Earth and Environmental Terminology Ontologies.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","PO.DAAC","PO.DAAC - NASA Earth Observing System Data and Information System data center managed by the Earth Science Data and Information System Project.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","ecmwfr","ecmwfr - Provides easy access to the European Centre for Medium-Range Weather Forecasts web API services and Copernicus Climate Data Store from within R, matching and expanding upon the ECMWF Python tools.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","IceVarFigs","IceVarFigs - Weather and climate graphics for science communication.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","Climate Model Output Rewriter","Climate Model Output Rewriter - Produce CF-compliant netCDF files that fulfill the requirements of many of the climate community's standard model experiments.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","NCL","NCL - The NCAR Command Language is a scripting language for the analysis and visualization of climate and weather data.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","xskillscore","xskillscore - An open source project and Python package that provides verification metrics of deterministic (and probabilistic from properscoring) forecasts with xarray.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","getCRUCLdata","getCRUCLdata - Provides functions that automate importing CRU CL v. 2.0 climatology data into R.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","hockeystick","hockeystick - Make essential Climate Change datasets easily available to non-climate experts.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","U.S. Climate Resilience Toolkit","U.S. Climate Resilience Toolkit - A website designed to help people find and use tools, information, and subject matter expertise to build climate resilience.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","cfgrib","cfgrib - A Python interface to map GRIB files to the NetCDF Common Data Model following the CF Convention using ecCodes.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","epwshiftr","epwshiftr - Create future EnergyPlus Weather files using CMIP6 data.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","bomrang","bomrang - Australian government Bureau of Meteorology (BOM) data client for R.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","Intake","Intake-esm - An intake plugin for parsing an Earth System Model catalog and loading assets into xarray datasets.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","h5netcdf","h5netcdf - A Python interface for the netCDF4 file-format that reads and writes local or remote HDF5 files directly via h5py or h5pyd, without relying on the Unidata netCDF library.","","","","","","","","","","",""
"Biosphere¶","Earth Climate Datasets and Tools¶","rsoi","rsoi - An R package to download the most up to date climate indices.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","OpenNEM","OpenNEM - Aims to make the wealth of public National Electricity Market data more accessible to a wider audience.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","Open Power System Data","Open Power System Data - A list of primary data sources that are helpful for power system modeling of Europe.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","The Public Utility Data Liberation Project","The Public Utility Data Liberation Project - Makes the US' energy data easier to access and use.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","Global Power Plant Database","Global Power Plant Database - A comprehensive, global and open source database of power plants.","","","","","","","","","","",""
